chr,strand,gene_locus,gene_id,gene_name,gene_biotype,polyA_sites_in_gene,proximal_pos,proximal_feature,proximal_exp,distal_pos,distal_feature,distal_exp,proximal_fc,distal_fc,proximal_perc_inc,distal_perc_inc,proximal_padj,distal_padj,pair_type,gene_class
4,-,chr4:151670503-151761022,ENSG00000059691,GATB,protein_coding,5,151670849,utr3,4422,151670658,utr3,544,-0.1024,-0.47613,0.53,0.46,0.35786,0.13766,same,control_up
17,+,chr17:80036631-80100612,ENSG00000141519,CCDC40,protein_coding,5,80046086,intron,580,80100610,utr3,1826,-0.56639,0.06686,0.37,0.48,0.35834,0.7908,composite,control_up
18,+,chr18:158382-214628,ENSG00000101557,USP14,protein_coding,5,212046,utr3,19910,214628,utr3,4192,0.0969,-0.26386,0.58,0.52,0.36201,0.08947,same,control_down
1,-,chr1:180972711-181023120,ENSG00000135823,STX6,protein_coding,5,180974967,utr3,11215,180973028,utr3,7061,0.2163,0.03093,0.64,0.6,0.36468,0.94733,same,control_down
7,-,chr7:31751178-32299328,ENSG00000154678,PDE1C,protein_coding,5,31945889,intron,1284,31751179,utr3,3856,0.37691,-0.08524,0.31,0.23,0.36547,0.93132,composite,control_down
12,+,chr12:53006157-53042208,ENSG00000063046,EIF4B,protein_coding,5,53040693,utr3,2704,53041554,utr3,3738,0.20252,-0.0535,0.65,0.62,0.36604,0.99166,same,control_down
3,+,chr3:179322990-179338582,ENSG00000121864,ZNF639,protein_coding,5,179334611,utr3,10166,179335041,utr3,6086,0.09687,-0.06203,0.56,0.54,0.36872,0.6929,same,control_down
3,-,chr3:160494994-160565587,ENSG00000186432,KPNA4,protein_coding,5,160500167,utr3,20578,160495007,utr3,9434,-0.07815,-0.13775,0.48,0.47,0.37121,0.46577,same,control_up
6,+,chr6:107489957-107660166,ENSG00000112320,SOBP,protein_coding,5,107623328,intron,624,107660142,utr3,1555,0.3461,-0.3094,0.46,0.36,0.37416,0.37606,composite,control_down
3,+,chr3:42013801-42225888,ENSG00000182606,TRAK1,protein_coding,5,42212614,utr3,18568,42225767,utr3,13342,0.02708,-0.32868,0.46,0.4,0.376,0.12991,skipped,control_down
14,-,chr14:89794668-89954776,ENSG00000140025,EFCAB11,protein_coding,5,89926726,intron,979,89797126,utr3,3386,0.46368,0.11403,0.7,0.65,0.37624,0.63317,composite,control_down
6,+,chr6:143060495-143340303,ENSG00000146416,AIG1,protein_coding,5,143340017,utr3,4604,143340301,utr3,10040,0.13944,-0.28482,0.55,0.48,0.37638,0.05397,same,control_down
2,+,chr2:218382028-218396893,ENSG00000018280,SLC11A1,protein_coding,5,218386446,intron,3211,218396892,utr3,12213,0.21492,-0.47416,0.41,0.31,0.37646,0.06817,composite,control_down
5,+,chr5:139293647-139331676,ENSG00000015479,MATR3,protein_coding,5,139325484,exon,8519,139331359,utr3,2120,0.27016,-0.34493,0.57,0.48,0.3783,0.14983,skipped,control_down
10,-,chr10:17318382-17454329,ENSG00000148488,ST8SIA6,protein_coding,5,17353593,intron,766,17319700,intron,423,-0.13251,-0.09791,0.22,0.21,0.38401,0.67218,composite,control_up
5,+,chr5:65722195-65871724,ENSG00000123213,NLN,protein_coding,5,65816526,intron,2189,65824682,utr3,8878,-0.18384,0.01376,0.63,0.66,0.38401,0.89027,composite,control_up
18,-,chr18:5289018-5297052,ENSG00000198081,ZBTB14,protein_coding,5,5289379,utr3,1779,5289022,utr3,1301,-0.06996,-0.21342,0.49,0.47,0.38857,0.23003,same,control_up
19,+,chr19:14689800-14733745,ENSG00000160961,ZNF333,protein_coding,5,14720957,utr3,1967,14723348,intron,1950,-0.31751,0.14937,0.43,0.5,0.38993,0.53027,skipped,control_up
3,+,chr3:88059273-88144664,ENSG00000175105,ZNF654,protein_coding,5,88089185,intron,12525,88144657,utr3,6128,0.11496,0.0102,0.5,0.48,0.39057,0.81602,composite,control_down
3,+,chr3:69739434-69968336,ENSG00000187098,MITF,protein_coding,5,69965805,utr3,2476,69968330,utr3,12611,-0.0321,-0.27214,0.37,0.34,0.39958,0.13976,same,control_up
3,+,chr3:153162269-153170619,ENSG00000181467,RAP2B,protein_coding,5,153164734,utr3,16509,153168471,utr3,4669,0.08826,-0.21896,0.6,0.55,0.40177,0.06785,same,control_down
2,+,chr2:173075434-173268009,ENSG00000091436,MAP3K20,protein_coding,5,173225900,utr3,41677,173227142,utr3,39369,-0.08894,-0.04864,0.42,0.42,0.40377,0.84114,same,control_up
15,-,chr15:66490134-66497812,ENSG00000174446,SNAPC5,protein_coding,5,66494076,utr3,3511,66493817,utr3,7363,0.19614,-0.09585,0.59,0.53,0.4044,0.91301,same,control_down
9,+,chr9:117704331-117716870,ENSG00000136869,TLR4,protein_coding,5,117716350,utr3,3271,117716868,utr3,8059,0.09229,-0.17105,0.42,0.36,0.40729,0.13454,same,control_down
6,-,chr6:28378954-28399733,ENSG00000158691,ZSCAN12,protein_coding,5,28382895,intron,1213,28378962,utr3,1287,-0.35135,0.03054,0.48,0.56,0.40737,0.86033,composite,control_up
11,-,chr11:105995622-106022402,ENSG00000170903,MSANTD4,protein_coding,5,106007984,utr3,1792,105998348,intron,870,0.08806,-0.04369,0.49,0.48,0.40739,0.50261,skipped,control_down
14,+,chr14:74019352-74082862,ENSG00000119636,BBOF1,protein_coding,5,74065917,utr3,635,74066089,utr3,3535,0.23322,-0.06253,0.58,0.53,0.40967,0.273,same,control_down
1,-,chr1:92508695-92792403,ENSG00000067208,EVI5,protein_coding,5,92512471,utr3,3177,92508697,utr3,12403,0.16763,-0.09978,0.49,0.44,0.41643,0.63236,same,control_down
2,-,chr2:53670292-53860159,ENSG00000270898,GPR75-ASB3,protein_coding,5,53848884,intron,3357,53705784,intron,4437,-0.2788,0.06017,0.43,0.5,0.41894,0.71867,composite,control_up
17,+,chr17:45620343-45784278,ENSG00000263715,LINC02210-CRHR1,protein_coding,5,45637960,intron,1512,45642302,intron,1166,0.0529,0.25391,0.57,0.61,0.42042,0.16454,composite,control_down
6,+,chr6:108559834-108684773,ENSG00000118689,FOXO3,protein_coding,5,108680734,utr3,22818,108684772,utr3,3708,0.14018,-0.09437,0.46,0.43,0.42087,0.70503,same,control_down
2,+,chr2:102352037-102398774,ENSG00000115604,IL18R1,protein_coding,5,102390572,intron,8690,102398774,utr3,9430,-0.53216,0.1113,0.16,0.23,0.42634,0.51735,composite,control_up
13,+,chr13:114281583-114305816,ENSG00000169062,UPF3A,protein_coding,5,114291695,exon,6824,114305809,utr3,3194,0.09855,-0.27719,0.52,0.48,0.42948,0.30669,skipped,control_down
2,+,chr2:207529736-207603430,ENSG00000118260,CREB1,protein_coding,5,207602764,utr3,6724,207603430,utr3,22178,0.04882,-0.21173,0.48,0.44,0.43231,0.26679,same,control_down
2,+,chr2:197693105-197774822,ENSG00000222017,AC011997.1,antisense_RNA,5,197704483,intron,1150,197708393,intron,3594,1.18137,0.08525,0.8,0.65,0.43617,0.88208,composite,control_down
1,-,chr1:148290888-148519603,ENSG00000274020,LINC01138,processed_transcript,5,148432959,exon,2268,148412519,intron,1212,0.25211,0.21871,0.62,0.61,0.43667,0.67837,skipped,control_down
8,-,chr8:81799580-81842865,ENSG00000104497,SNX16,protein_coding,5,81800959,utr3,1293,81799584,utr3,2128,0.15997,-0.2904,0.58,0.52,0.43758,0.63197,same,control_down
2,+,chr2:84516454-84819588,ENSG00000115423,DNAH6,protein_coding,5,84529085,exon,752,84819586,utr3,1026,-0.36527,0.05091,0.34,0.44,0.43895,0.42743,skipped,control_up
2,-,chr2:39249265-39437311,ENSG00000011566,MAP4K3,protein_coding,5,39312227,intron,1920,39249281,utr3,11035,0.13656,-0.12701,0.53,0.47,0.44405,0.63183,composite,control_down
20,-,chr20:50888918-50931239,ENSG00000101126,ADNP,protein_coding,5,50911529,intron,18964,50890345,utr3,28989,0.03991,0.17911,0.57,0.6,0.44439,0.14351,composite,control_down
5,+,chr5:123512098-123617044,ENSG00000151292,CSNK1G3,protein_coding,5,123615440,utr3,2770,123616767,utr3,10621,0.10201,-0.3086,0.54,0.47,0.44534,0.06242,same,control_down
17,-,chr17:3802164-3846250,ENSG00000074356,NCBP3,protein_coding,5,3812148,utr3,9324,3811708,utr3,5610,0.17302,-0.09326,0.55,0.5,0.44538,0.44463,same,control_down
7,+,chr7:4682308-4771442,ENSG00000164916,FOXK1,protein_coding,5,4716223,intron,3107,4755052,intron,928,-0.33423,0.43168,0.55,0.66,0.44588,0.23133,composite,control_up
19,-,chr19:52594059-52690495,ENSG00000167766,ZNF83,protein_coding,5,52641372,intron,2851,52612377,utr3,17336,-0.2103,-0.13425,0.44,0.45,0.44876,0.57398,composite,control_up
1,+,chr1:78619921-78646144,ENSG00000137959,IFI44L,protein_coding,5,78642795,utr3,11138,78645346,utr3,6173,-0.14652,0.02213,0.37,0.4,0.44953,0.97184,same,control_up
1,+,chr1:231819244-232041271,ENSG00000162946,DISC1,protein_coding,5,232041120,utr3,4411,232041269,utr3,674,-0.09273,-0.06315,0.49,0.5,0.44995,0.99412,same,control_up
3,+,chr3:50569151-50596167,ENSG00000114735,HEMK1,protein_coding,5,50580669,utr3,2947,50596167,utr3,948,0.20777,0.27015,0.49,0.52,0.4512,0.96289,same,control_down
17,-,chr17:54951901-54968784,ENSG00000166260,COX11,protein_coding,5,54961942,utr3,7210,54951905,utr3,3038,0.21229,0.10211,0.52,0.48,0.45149,0.73974,skipped,control_down
1,+,chr1:95117337-95197606,ENSG00000152078,TMEM56,protein_coding,5,95194946,utr3,2316,95195399,utr3,3208,0.00408,0.04374,0.51,0.51,0.45166,0.50698,same,control_down
9,+,chr9:35406754-35483034,ENSG00000179766,ATP8B5P,transcribed_unprocessed_pseudogene,5,35410602,intron,1041,35483029,exon,1187,0.16719,0.02093,0.26,0.2,0.4576,1,composite,control_down
13,-,chr13:19823481-19863635,ENSG00000132950,ZMYM5,protein_coding,5,19837455,utr3,1814,19823483,utr3,3835,0.2495,-0.24093,0.58,0.51,0.45974,0.766,skipped,control_down
6,+,chr6:89433169-89633833,ENSG00000135299,ANKRD6,protein_coding,5,89615155,intron,3759,89631494,utr3,4182,0.33197,-0.16487,0.54,0.43,0.46083,0.26989,composite,control_down
22,-,chr22:49414523-49657541,ENSG00000188511,C22orf34,lincRNA,5,49656172,intron,3425,49619651,exon,3315,-0.1504,-0.30946,0.37,0.33,0.46405,0.18257,composite,control_up
12,-,chr12:54121276-54189007,ENSG00000123415,SMUG1,protein_coding,5,54181471,utr3,7610,54179816,intron,1727,0.03177,-0.03223,0.61,0.61,0.46443,0.48348,skipped,control_down
12,-,chr12:132725502-132761887,ENSG00000176915,ANKLE2,protein_coding,5,132754287,intron,8273,132725668,utr3,15276,-0.15466,0.05498,0.46,0.51,0.46722,0.98014,composite,control_up
18,+,chr18:23689442-23955065,ENSG00000053747,LAMA3,protein_coding,5,23768157,intron,2437,23954987,utr3,8320,-0.06467,0.24893,0.35,0.38,0.46841,0.3165,composite,control_up
1,+,chr1:59814785-59876377,ENSG00000134709,HOOK1,protein_coding,5,59848452,exon,1371,59876319,utr3,11591,0.18761,-0.30428,0.69,0.62,0.46932,0.10514,skipped,control_down
4,+,chr4:128809622-128875223,ENSG00000077684,JADE1,protein_coding,5,128863922,utr3,4536,128875222,utr3,10662,0.18031,-0.14333,0.49,0.43,0.46952,0.09005,skipped,control_down
6,-,chr6:170575294-170584691,ENSG00000071994,PDCD2,protein_coding,5,170581747,utr3,12799,170578489,utr3,11356,-0.13982,-0.0677,0.52,0.52,0.47109,0.78253,skipped,control_up
5,+,chr5:31193749-31329145,ENSG00000113361,CDH6,protein_coding,5,31324585,utr3,1925,31329143,utr3,5183,-0.07687,0.09714,0.44,0.48,0.47179,0.28611,same,control_up
21,+,chr21:29194070-29630750,ENSG00000156273,BACH1,protein_coding,5,29345985,utr3,13319,29346145,utr3,11046,-0.06136,0.00135,0.45,0.46,0.47438,0.89607,same,control_up
18,+,chr18:62325286-62391291,ENSG00000141655,TNFRSF11A,protein_coding,5,62386268,utr3,575,62387658,utr3,566,0.23126,-0.13124,0.61,0.54,0.47587,0.95486,same,control_down
1,-,chr1:212992181-213015825,ENSG00000174606,ANGEL2,protein_coding,5,213008430,utr5,7164,212992182,utr3,15762,0.19356,-0.21444,0.54,0.48,0.47707,0.1939,skipped,control_down
1,+,chr1:150067292-150145326,ENSG00000136631,VPS45,protein_coding,5,150131669,intron,2945,150145325,utr3,12319,-0.34848,-0.17756,0.53,0.55,0.47935,0.11021,composite,control_up
6,-,chr6:89926528-90296907,ENSG00000112182,BACH2,protein_coding,5,89928887,utr3,1965,89926534,utr3,7235,0.10781,-0.23419,0.49,0.43,0.47958,0.28003,same,control_down
16,-,chr16:3725053-3880725,ENSG00000005339,CREBBP,protein_coding,5,3726652,utr3,8609,3725066,utr3,10066,0.07824,-0.22981,0.49,0.42,0.48211,0.05688,same,control_down
7,+,chr7:102363871-102426675,ENSG00000128563,PRKRIP1,protein_coding,5,102425447,utr3,3093,102426664,utr3,12700,-0.25017,-0.0928,0.51,0.54,0.48391,0.62202,same,control_up
1,+,chr1:88684221-88836254,ENSG00000065243,PKN2,protein_coding,5,88835794,utr3,5713,88835920,utr3,8195,-0.1637,0.0196,0.48,0.49,0.48478,0.8774,same,control_up
5,+,chr5:140107776-140125618,ENSG00000185129,PURA,protein_coding,5,140115970,utr3,12273,140119412,utr3,5558,-0.09761,-0.00956,0.44,0.46,0.49156,0.89496,same,control_up
9,-,chr9:33041763-33076658,ENSG00000122692,SMU1,protein_coding,5,33044981,utr3,9400,33044724,utr3,4547,-0.12495,-0.10343,0.43,0.43,0.49245,0.9551,same,control_up
5,-,chr5:98853984-98928956,ENSG00000153922,CHD1,protein_coding,5,98899514,exon,8169,98869127,exon,3737,0.29619,-0.15396,0.53,0.46,0.49524,0.50482,skipped,control_down
15,+,chr15:63042631-63071914,ENSG00000140416,TPM1,protein_coding,5,63070632,intron,8169,63071911,utr3,19891,-0.20643,-0.16241,0.55,0.54,0.49595,0.70238,composite,control_up
7,+,chr7:80369574-80679276,ENSG00000135218,CD36,protein_coding,5,80674415,utr3,18197,80677006,utr3,15119,-0.00361,0.66999,0.19,0.3,0.50248,0.33858,skipped,control_up
7,-,chr7:99648193-99679997,ENSG00000106258,CYP3A5,protein_coding,5,99656989,intron,2658,99648194,utr3,4898,-0.10559,0.17091,0.34,0.39,0.50281,0.81019,composite,control_up
10,-,chr10:76869600-77638368,ENSG00000156113,KCNMA1,protein_coding,5,77015489,intron,813,76884877,utr3,7682,-0.10668,-0.11311,0.52,0.54,0.50357,0.5508,composite,control_up
5,-,chr5:127940425-128083171,ENSG00000245937,LINC01184,lincRNA,5,128023157,exon,18274,127965883,intron,1616,-0.09457,0.42194,0.47,0.56,0.50594,0.06211,skipped,control_up
5,+,chr5:87267887-87391930,ENSG00000145715,RASA1,protein_coding,5,87367965,intron,1169,87391914,utr3,14901,0.13036,-0.27432,0.49,0.45,0.50596,0.3208,composite,control_down
12,+,chr12:43835966-44389761,ENSG00000139173,TMEM117,protein_coding,5,43957297,intron,3337,44389756,utr3,5996,-0.14304,0.05592,0.56,0.61,0.50875,0.96452,composite,control_up
8,+,chr8:28890393-29064763,ENSG00000147421,HMBOX1,protein_coding,5,28994405,intron,384,29052722,utr3,265,0.23245,0.24518,0.54,0.56,0.5099,0.3803,composite,control_down
13,+,chr13:44989528-45037668,ENSG00000133114,GPALPP1,protein_coding,5,45030283,utr3,1351,45033605,utr3,5914,0.22917,0.05095,0.5,0.47,0.51035,0.78742,skipped,control_down
15,+,chr15:42273232-42348101,ENSG00000214013,GANC,protein_coding,5,42284291,utr3,3469,42284417,intron,5229,0.12268,-0.18705,0.42,0.38,0.51107,0.32316,skipped,control_down
8,+,chr8:100157905-100259277,ENSG00000104450,SPAG1,protein_coding,5,100194213,exon,1113,100242228,intron,558,-0.08588,0.56872,0.47,0.58,0.51982,0.08479,skipped,control_up
1,+,chr1:179025803-179076561,ENSG00000116199,FAM20B,protein_coding,5,179042019,intron,545,179072638,utr3,550,0.22958,-0.02556,0.66,0.64,0.52107,0.85588,composite,control_down
10,-,chr10:116671191-116849740,ENSG00000165868,HSPA12A,protein_coding,5,116828766,intron,1823,116671192,utr3,3384,-0.2032,-0.14688,0.47,0.48,0.52214,0.59751,composite,control_up
1,-,chr1:147175350-147243049,ENSG00000131781,FMO5,protein_coding,5,147193415,intron,1380,147186262,utr3,7067,-0.44707,0.26959,0.39,0.51,0.52381,0.12497,composite,control_up
8,+,chr8:93754843-93819233,ENSG00000164953,TMEM67,protein_coding,5,93817665,utr3,1946,93818055,utr3,1397,0.08318,0.09101,0.48,0.48,0.52792,0.76081,same,control_down
1,-,chr1:208022241-208244319,ENSG00000076356,PLXNA2,protein_coding,5,208085105,intron,7002,208026827,utr3,10675,-0.14994,0.05838,0.33,0.38,0.53573,0.6347,composite,control_up
19,-,chr19:21722765-21767627,ENSG00000197020,ZNF100,protein_coding,5,21724477,utr3,694,21724041,utr3,5202,-0.18217,-0.05261,0.47,0.5,0.53821,0.80024,same,control_up
17,-,chr17:37609738-37643463,ENSG00000278053,DDX52,protein_coding,5,37613754,utr3,4691,37613112,utr3,8107,-0.08756,-0.03246,0.55,0.56,0.54218,0.68495,same,control_up
3,-,chr3:120686680-120742992,ENSG00000144840,RABL3,protein_coding,5,120687227,utr3,1914,120686682,utr3,3046,-0.15836,-0.26612,0.52,0.49,0.54507,0.11058,same,control_up
19,+,chr19:52397848-52418411,ENSG00000167555,ZNF528,protein_coding,5,52415352,utr3,958,52418398,utr3,4047,-0.27086,-0.4508,0.47,0.45,0.55019,0.05202,same,control_up
6,+,chr6:148747327-149076989,ENSG00000111962,UST,protein_coding,5,148831016,intron,4413,149076988,utr3,5324,-0.25667,0.1158,0.33,0.4,0.5537,0.72372,composite,control_up
1,-,chr1:180269652-180502953,ENSG00000230124,ACBD6,protein_coding,5,180288230,utr3,12382,180269669,exon,1723,0.03847,-0.23459,0.57,0.54,0.55492,0.40276,skipped,control_down
14,+,chr14:99737692-99942059,ENSG00000066629,EML1,protein_coding,5,99941305,utr3,5901,99942055,utr3,5378,0.10507,-0.11107,0.34,0.31,0.55784,0.88875,same,control_down
19,-,chr19:7112254-7294033,ENSG00000171105,INSR,protein_coding,5,7235995,intron,11049,7112265,utr3,11431,0.2695,-0.19912,0.49,0.46,0.55868,0.99929,composite,control_down
3,-,chr3:71675415-71754772,ENSG00000163412,EIF4E3,protein_coding,5,71682723,utr3,3529,71681857,utr3,8946,0.11307,0.12455,0.39,0.38,0.56086,0.67972,same,control_down
8,-,chr8:139730342-140458578,ENSG00000167632,TRAPPC9,protein_coding,5,139816945,intron,8344,139730345,utr3,6606,-0.09587,-0.29369,0.55,0.53,0.56307,0.83817,composite,control_up
14,+,chr14:55559071-55701525,ENSG00000126777,KTN1,protein_coding,5,55672679,exon,14132,55684575,utr3,32269,-0.02601,-0.35626,0.53,0.48,0.56309,0.27788,skipped,control_up
3,-,chr3:113442717-113515186,ENSG00000163611,SPICE1,protein_coding,5,113444886,utr3,2037,113444638,utr3,5015,0.21477,-0.17326,0.64,0.57,0.56374,0.1249,same,control_down
4,+,chr4:56466914-56503679,ENSG00000174780,SRP72,protein_coding,5,56501945,utr3,6545,56503091,utr3,25495,0.26286,0.02305,0.62,0.56,0.56428,0.88084,same,control_down
3,-,chr3:126437600-126475918,ENSG00000070476,ZXDC,protein_coding,5,126458902,intron,12494,126437602,utr3,25031,0.04324,-0.07565,0.48,0.46,0.56662,0.69652,composite,control_down
18,+,chr18:35241029-35267132,ENSG00000186812,ZNF397,protein_coding,5,35244097,utr3,2149,35262980,intron,1716,0.02719,-0.2101,0.51,0.45,0.56705,0.49438,skipped,control_down
11,-,chr11:68052858-68121443,ENSG00000110721,CHKA,protein_coding,5,68093543,intron,2807,68053815,utr3,3841,0.06023,0.13387,0.58,0.55,0.56744,0.97591,composite,control_down
12,-,chr12:66116554-66130767,ENSG00000139233,LLPH,protein_coding,5,66123909,exon,7955,66123069,utr3,22179,0.04575,-0.12314,0.52,0.52,0.56815,0.45197,same,control_down
X,+,chrX:53094144-53170913,ENSG00000232593,KANTR,protein_coding,5,53170095,exon,5729,53170908,exon,3793,-0.12991,-0.2306,0.47,0.48,0.57003,0.54528,same,control_up
1,+,chr1:115641952-115698223,ENSG00000173218,VANGL1,protein_coding,5,115693687,utr3,2105,115695468,utr3,3322,0.17711,-0.20146,0.64,0.58,0.57017,0.26101,same,control_down
1,+,chr1:62784134-62865512,ENSG00000125703,ATG4C,protein_coding,5,62864099,exon,4994,62864368,utr3,4499,0.01312,-0.17427,0.55,0.53,0.57716,0.62322,same,control_down
3,+,chr3:136862207-136946228,ENSG00000158092,NCK1,protein_coding,5,136871228,intron,2601,136928163,exon,418,-0.27654,0.19938,0.51,0.6,0.57812,0.74415,composite,control_up
8,-,chr8:61500555-61714639,ENSG00000198363,ASPH,protein_coding,5,61624536,utr3,94938,61501229,utr3,20558,0.25346,-0.16361,0.54,0.49,0.58362,0.31984,skipped,control_down
6,-,chr6:42224930-42452050,ENSG00000124496,TRERF1,protein_coding,5,42225699,utr3,2075,42224937,utr3,1455,-0.11145,-0.32753,0.52,0.5,0.58574,0.11328,same,control_up
2,+,chr2:230415941-230544089,ENSG00000067066,SP100,protein_coding,5,230470358,utr3,11694,230470526,utr3,28535,0.08101,0.04864,0.46,0.46,0.58583,0.80118,same,control_down
4,+,chr4:107824562-107915046,ENSG00000164023,SGMS2,protein_coding,5,107869748,intron,5393,107915026,utr3,31379,0.0519,0.03275,0.31,0.3,0.58856,0.67357,composite,control_down
15,+,chr15:84748634-84806431,ENSG00000166716,ZNF592,protein_coding,5,84803297,utr3,14866,84805970,utr3,5559,0.08091,-0.17075,0.51,0.47,0.5976,0.49272,same,control_down
4,-,chr4:148078761-148444697,ENSG00000151623,NR3C2,protein_coding,5,148320786,intron,1583,148191073,intron,1734,0.38815,-0.00805,0.49,0.39,0.59831,0.73517,composite,control_down
4,-,chr4:99546708-99564031,ENSG00000145331,TRMT10A,protein_coding,5,99548142,utr3,639,99546729,utr3,549,0.20871,-0.38525,0.6,0.51,0.59938,0.24522,same,control_down
8,-,chr8:120535744-120813272,ENSG00000172164,SNTB1,protein_coding,5,120536255,utr3,6780,120535756,utr3,33596,-0.01294,-0.22945,0.47,0.43,0.60113,0.43006,same,control_up
12,-,chr12:122503457-122526999,ENSG00000111011,RSRC2,protein_coding,5,122505058,utr3,33948,122504727,utr3,13858,-0.1061,-0.06067,0.46,0.48,0.60778,0.87401,same,control_up
3,-,chr3:97941817-97972456,ENSG00000170854,RIOX2,protein_coding,5,97944250,utr3,11229,97941817,utr3,2939,0.03569,-0.03703,0.57,0.56,0.6089,0.92308,same,control_down
7,-,chr7:82754012-83162929,ENSG00000186472,PCLO,protein_coding,5,82914377,utr3,831,82820479,utr3,1922,0.03316,-0.2991,0.53,0.48,0.60952,0.1541,skipped,control_down
5,-,chr5:124636912-124748806,ENSG00000168916,ZNF608,protein_coding,5,124647928,exon,1097,124636920,utr3,1158,-0.16736,0.04628,0.35,0.37,0.61465,0.84051,skipped,control_up
